timestamp_ms,rssi,label
11:00:30.912 -> 700645,-67,moving
11:00:34.409 -> 704145,-71,moving
11:00:37.916 -> 707645,-68,moving
11:00:41.420 -> 711145,-65,moving
11:00:44.907 -> 714645,-66,moving
11:00:48.407 -> 718145,-66,moving
11:00:51.896 -> 721645,-68,moving
11:00:55.434 -> 725145,-69,moving
11:00:58.930 -> 728645,-68,moving
11:01:02.409 -> 732145,-70,moving
11:01:05.897 -> 735645,-67,moving
11:01:09.442 -> 739145,-67,moving
11:01:12.936 -> 742645,-69,moving
11:01:15.942 -> 745645,-69,moving
11:01:19.442 -> 749145,-72,moving
11:01:22.939 -> 752645,-66,moving
11:01:26.426 -> 756145,-70,moving
11:01:29.922 -> 759645,-73,moving
11:01:33.405 -> 763145,-71,moving
11:01:36.941 -> 766645,-70,moving
11:01:40.425 -> 770145,-68,moving
11:01:43.923 -> 773645,-70,moving
11:01:47.420 -> 777145,-70,moving
11:01:50.919 -> 780645,-70,moving
11:01:54.409 -> 784145,-69,moving
11:01:57.908 -> 787645,-72,moving
11:02:01.442 -> 791145,-68,moving
11:02:04.932 -> 794645,-70,moving
11:02:08.428 -> 798145,-69,moving
11:02:11.925 -> 801645,-68,moving
11:02:15.419 -> 805145,-67,moving
11:02:18.432 -> 808145,-70,moving
11:02:21.400 -> 811145,-68,moving
11:02:24.896 -> 814645,-64,moving
11:02:28.396 -> 818145,-68,moving
11:02:31.927 -> 821645,-68,moving
11:02:35.426 -> 825145,-67,moving
11:02:38.923 -> 828645,-70,moving
11:02:42.425 -> 832145,-67,moving
11:02:45.928 -> 835645,-66,moving
11:02:49.394 -> 839145,-65,moving
11:02:52.930 -> 842645,-67,moving
11:02:55.941 -> 845645,-63,moving
11:02:59.402 -> 849145,-71,moving
11:03:02.897 -> 852645,-70,moving
11:03:06.412 -> 856145,-67,moving
11:03:09.902 -> 859645,-71,moving
11:03:13.395 -> 863145,-70,moving
11:03:16.912 -> 866645,-65,moving
11:03:20.398 -> 870145,-66,moving
11:03:23.411 -> 873145,-73,moving
11:03:26.416 -> 876145,-67,moving
11:03:29.915 -> 879645,-69,moving
11:03:33.416 -> 883145,-70,moving
11:03:36.407 -> 886145,-67,moving
11:03:39.941 -> 889645,-68,moving
11:03:42.897 -> 892645,-64,moving
11:03:46.416 -> 896145,-68,moving
11:03:49.904 -> 899645,-63,moving
11:03:53.400 -> 903145,-62,moving
11:03:56.940 -> 906645,-65,moving
11:04:00.426 -> 910145,-66,moving
11:04:03.924 -> 913645,-69,moving
11:04:07.415 -> 917145,-70,moving
11:04:10.431 -> 920145,-68,moving
11:04:13.931 -> 923645,-67,moving
11:04:17.425 -> 927145,-68,moving
11:04:20.926 -> 930645,-69,moving
11:04:24.401 -> 934145,-67,moving
11:04:27.940 -> 937645,-71,moving
11:04:30.910 -> 940645,-68,moving
11:04:33.918 -> 943645,-69,moving
11:04:37.402 -> 947145,-67,moving
11:04:40.392 -> 950145,-69,moving
11:04:43.420 -> 953145,-66,moving
11:04:46.436 -> 956145,-70,moving
11:04:49.435 -> 959145,-71,moving
11:04:52.420 -> 962145,-70,moving
11:04:55.406 -> 965145,-68,moving
11:04:58.436 -> 968145,-69,moving
11:05:01.429 -> 971145,-65,moving
11:05:04.417 -> 974145,-68,moving
11:05:07.417 -> 977145,-68,moving
11:05:10.430 -> 980145,-71,moving
11:05:13.430 -> 983145,-67,moving
11:05:16.422 -> 986145,-68,moving
11:05:19.440 -> 989145,-65,moving
11:05:22.405 -> 992145,-68,moving
11:05:25.408 -> 995145,-66,moving
11:05:28.423 -> 998145,-69,moving
11:05:31.416 -> 1001145,-68,moving
11:05:34.421 -> 1004145,-68,moving
11:05:37.434 -> 1007145,-68,moving
11:05:40.430 -> 1010145,-67,moving
11:05:43.393 -> 1013145,-68,moving
11:05:46.400 -> 1016145,-64,moving
11:05:49.414 -> 1019145,-72,moving
11:05:52.427 -> 1022145,-68,moving
11:05:55.434 -> 1025145,-67,moving
11:05:58.399 -> 1028145,-68,moving
11:06:01.396 -> 1031145,-68,moving
11:06:04.403 -> 1034145,-65,moving
11:06:07.408 -> 1037145,-69,moving
11:06:10.438 -> 1040145,-67,moving
11:06:13.432 -> 1043145,-71,moving
11:06:16.392 -> 1046145,-69,moving
11:06:19.423 -> 1049145,-72,moving
11:06:22.393 -> 1052145,-68,moving
11:06:25.395 -> 1055145,-68,moving
11:06:28.408 -> 1058145,-67,moving
11:06:31.440 -> 1061145,-69,moving
11:06:34.396 -> 1064145,-70,moving
11:06:37.409 -> 1067145,-68,moving
11:06:40.423 -> 1070145,-69,moving
11:06:43.437 -> 1073145,-67,moving
11:06:46.400 -> 1076145,-69,moving
11:06:49.405 -> 1079145,-66,moving
11:06:52.423 -> 1082145,-69,moving
11:06:55.426 -> 1085145,-68,moving
11:06:58.396 -> 1088145,-71,moving
11:07:01.396 -> 1091145,-68,moving
11:07:04.412 -> 1094145,-69,moving
11:07:07.427 -> 1097145,-68,moving
11:07:10.395 -> 1100145,-69,moving
11:07:13.411 -> 1103145,-69,moving
11:07:16.404 -> 1106145,-66,moving
11:07:19.417 -> 1109145,-69,moving
11:07:22.434 -> 1112145,-66,moving
11:07:25.439 -> 1115145,-69,moving
11:07:28.407 -> 1118145,-64,moving
11:07:31.404 -> 1121145,-70,moving
11:07:34.414 -> 1124145,-67,moving
11:07:37.423 -> 1127145,-71,moving
11:07:40.437 -> 1130145,-67,moving
11:07:43.406 -> 1133145,-71,moving
11:07:46.400 -> 1136145,-63,moving
11:07:49.415 -> 1139145,-70,moving
11:07:52.430 -> 1142145,-64,moving
11:07:55.436 -> 1145145,-68,moving
11:07:58.393 -> 1148145,-68,moving
11:08:01.403 -> 1151145,-67,moving
11:08:04.893 -> 1154645,-66,moving
11:08:07.913 -> 1157645,-70,moving
11:08:10.929 -> 1160645,-69,moving
11:08:13.898 -> 1163645,-68,moving
11:08:16.893 -> 1166645,-70,moving
11:08:19.905 -> 1169645,-69,moving
11:08:22.919 -> 1172645,-69,moving
11:08:25.928 -> 1175645,-68,moving
11:08:29.431 -> 1179145,-70,moving
11:08:32.431 -> 1182145,-70,moving
11:08:35.437 -> 1185145,-69,moving
11:08:38.404 -> 1188145,-70,moving
11:08:41.413 -> 1191145,-65,moving
11:08:44.423 -> 1194145,-69,moving
11:08:50.427 -> 1200145,-64,moving
11:08:53.392 -> 1203145,-63,moving
11:08:56.436 -> 1206145,-70,moving
11:08:59.400 -> 1209145,-68,moving
11:09:02.415 -> 1212145,-66,moving
11:09:05.419 -> 1215145,-69,moving
11:09:08.436 -> 1218145,-66,moving
11:09:11.435 -> 1221145,-64,moving
11:09:14.399 -> 1224145,-68,moving
11:09:17.394 -> 1227145,-65,moving
11:09:20.411 -> 1230145,-68,moving
11:09:23.429 -> 1233145,-70,moving
11:09:26.436 -> 1236145,-70,moving
11:09:29.400 -> 1239145,-67,moving
11:09:32.419 -> 1242145,-67,moving
11:09:35.427 -> 1245145,-66,moving
11:09:38.394 -> 1248145,-69,moving
11:09:41.408 -> 1251145,-67,moving
11:09:44.419 -> 1254145,-69,moving
11:09:47.423 -> 1257145,-63,moving
11:09:50.390 -> 1260145,-69,moving
11:09:53.405 -> 1263145,-69,moving
11:09:56.410 -> 1266145,-68,moving
11:09:59.422 -> 1269145,-64,moving
11:10:02.421 -> 1272145,-70,moving
11:10:05.426 -> 1275145,-67,moving
11:10:08.390 -> 1278145,-67,moving
11:10:11.401 -> 1281145,-70,moving
11:10:14.410 -> 1284145,-70,moving
11:10:17.421 -> 1287145,-70,moving
11:10:20.435 -> 1290145,-65,moving
11:10:23.399 -> 1293145,-69,moving
11:10:26.404 -> 1296145,-69,moving
11:10:29.416 -> 1299145,-64,moving
11:10:32.415 -> 1302145,-68,moving
11:10:35.421 -> 1305145,-70,moving
11:10:38.435 -> 1308145,-69,moving
11:10:41.400 -> 1311145,-68,moving
11:10:44.416 -> 1314145,-72,moving
11:10:47.425 -> 1317145,-63,moving
11:10:50.435 -> 1320145,-67,moving
11:10:53.404 -> 1323145,-69,moving
11:10:56.406 -> 1326145,-68,moving
11:10:59.422 -> 1329145,-69,moving
11:11:02.423 -> 1332145,-69,moving
11:11:05.434 -> 1335145,-70,moving
11:11:08.402 -> 1338145,-64,moving
11:11:11.419 -> 1341145,-63,moving
11:11:14.434 -> 1344145,-69,moving
11:11:17.429 -> 1347145,-67,moving
11:11:20.399 -> 1350145,-69,moving
11:11:23.412 -> 1353145,-67,moving
11:11:26.419 -> 1356145,-69,moving
11:11:29.390 -> 1359145,-69,moving
11:11:32.436 -> 1362145,-68,moving
11:11:35.424 -> 1365145,-71,moving
11:11:38.433 -> 1368145,-70,moving
11:11:41.397 -> 1371145,-69,moving
11:11:44.414 -> 1374145,-69,moving
11:11:47.420 -> 1377145,-69,moving
11:11:50.432 -> 1380145,-70,moving
11:11:53.400 -> 1383145,-68,moving
11:11:56.407 -> 1386145,-67,moving
11:11:59.424 -> 1389145,-70,moving
11:12:02.427 -> 1392145,-68,moving
11:12:05.435 -> 1395145,-71,moving
11:12:08.400 -> 1398145,-69,moving
11:12:11.397 -> 1401145,-67,moving
11:12:14.412 -> 1404145,-69,moving
11:12:17.419 -> 1407145,-70,moving
11:12:20.436 -> 1410145,-68,moving
11:12:23.406 -> 1413145,-68,moving
11:12:26.417 -> 1416145,-68,moving
11:12:29.432 -> 1419145,-69,moving
11:12:32.433 -> 1422145,-70,moving
11:12:35.395 -> 1425145,-67,moving
11:12:38.404 -> 1428145,-69,moving
11:12:41.415 -> 1431145,-70,moving
11:12:44.427 -> 1434145,-70,moving
11:12:47.403 -> 1437145,-66,moving
11:12:50.412 -> 1440145,-69,moving
11:12:53.429 -> 1443145,-70,moving
11:12:56.395 -> 1446145,-68,moving
11:12:59.409 -> 1449145,-67,moving
11:13:02.398 -> 1452145,-69,moving
11:13:05.429 -> 1455145,-69,moving
11:13:08.401 -> 1458145,-68,moving
11:13:11.421 -> 1461145,-70,moving
11:13:14.397 -> 1464145,-68,moving
11:13:17.391 -> 1467145,-68,moving
11:13:20.407 -> 1470145,-68,moving
11:13:23.419 -> 1473145,-68,moving
11:13:26.428 -> 1476145,-69,moving
11:13:29.393 -> 1479145,-64,moving
11:13:32.395 -> 1482145,-70,moving
11:13:35.399 -> 1485145,-70,moving
11:13:38.409 -> 1488145,-67,moving
11:13:41.403 -> 1491145,-69,moving
11:13:44.416 -> 1494145,-70,moving
11:13:47.390 -> 1497145,-69,moving
11:13:50.402 -> 1500145,-68,moving
11:13:53.416 -> 1503145,-67,moving
11:13:56.423 -> 1506145,-70,moving
11:13:59.434 -> 1509145,-70,moving
11:14:02.434 -> 1512145,-70,moving
11:14:05.394 -> 1515145,-69,moving
11:14:08.411 -> 1518145,-65,moving
11:14:11.420 -> 1521145,-68,moving
11:14:14.917 -> 1524645,-69,moving
11:14:17.912 -> 1527645,-69,moving
11:14:21.415 -> 1531145,-69,moving
11:14:24.435 -> 1534145,-72,moving
11:14:27.391 -> 1537145,-70,moving
11:14:30.407 -> 1540145,-64,moving
11:14:33.411 -> 1543145,-69,moving
11:14:36.417 -> 1546145,-69,moving
11:14:39.915 -> 1549645,-72,moving
11:14:42.928 -> 1552645,-66,moving
11:14:45.925 -> 1555645,-71,moving
11:14:48.935 -> 1558645,-69,moving
11:14:51.901 -> 1561645,-70,moving
11:14:54.914 -> 1564645,-63,moving
11:14:57.931 -> 1567645,-69,moving
11:15:00.916 -> 1570645,-68,moving
11:15:03.930 -> 1573645,-73,moving
11:15:06.386 -> 1576145,-66,moving
11:15:09.400 -> 1579145,-64,moving
11:15:12.404 -> 1582145,-66,moving
11:15:15.392 -> 1585145,-61,moving
11:15:18.413 -> 1588145,-65,moving
11:15:21.405 -> 1591145,-73,moving
11:15:24.402 -> 1594145,-51,moving
11:15:27.404 -> 1597145,-65,moving
11:15:30.418 -> 1600145,-63,moving
11:15:33.424 -> 1603145,-61,moving
11:15:36.433 -> 1606145,-64,moving
11:15:39.418 -> 1609145,-66,moving
11:15:42.392 -> 1612145,-63,moving
11:15:45.388 -> 1615145,-60,moving
11:15:48.388 -> 1618145,-65,moving
11:15:51.401 -> 1621145,-59,moving
11:15:54.402 -> 1624145,-59,moving
11:15:56.929 -> 1626645,-58,moving
11:15:59.892 -> 1629645,-67,moving
11:16:02.911 -> 1632645,-57,moving
11:16:05.924 -> 1635645,-59,moving
11:16:08.893 -> 1638645,-63,moving
11:16:11.923 -> 1641645,-64,moving
11:16:14.915 -> 1644645,-67,moving
11:16:17.908 -> 1647645,-66,moving
11:16:20.928 -> 1650645,-72,moving
11:16:23.898 -> 1653645,-65,moving
11:16:26.910 -> 1656645,-57,moving
11:16:29.928 -> 1659645,-61,moving
11:16:32.931 -> 1662645,-61,moving
11:16:35.891 -> 1665645,-72,moving
11:16:38.908 -> 1668645,-79,moving
11:16:41.922 -> 1671645,-76,moving
11:16:44.887 -> 1674645,-71,moving
11:16:47.901 -> 1677645,-62,moving
11:16:50.920 -> 1680645,-63,moving
11:16:53.893 -> 1683645,-66,moving
11:16:56.903 -> 1686645,-62,moving
11:16:59.924 -> 1689645,-69,moving
11:17:02.926 -> 1692645,-70,moving
11:17:05.887 -> 1695645,-68,moving
11:17:08.909 -> 1698645,-69,moving
11:17:11.913 -> 1701645,-63,moving
11:17:14.928 -> 1704645,-62,moving
11:17:17.932 -> 1707645,-64,moving
11:17:20.928 -> 1710645,-60,moving
11:17:23.928 -> 1713645,-62,moving
11:17:26.899 -> 1716645,-70,moving
11:17:29.906 -> 1719645,-63,moving
11:17:32.909 -> 1722645,-59,moving
11:17:35.919 -> 1725645,-60,moving
11:17:38.885 -> 1728645,-62,moving
11:17:41.904 -> 1731645,-61,moving
11:17:44.920 -> 1734645,-60,moving
11:17:47.923 -> 1737645,-64,moving
11:17:50.895 -> 1740645,-66,moving
11:17:53.915 -> 1743645,-58,moving
11:17:56.926 -> 1746645,-62,moving
11:17:59.894 -> 1749645,-63,moving
11:18:02.901 -> 1752645,-59,moving
11:18:05.896 -> 1755645,-60,moving
11:18:08.913 -> 1758645,-60,moving
11:18:11.930 -> 1761645,-60,moving
11:18:14.897 -> 1764645,-60,moving
11:18:17.910 -> 1767645,-60,moving
11:18:20.921 -> 1770645,-61,moving
11:18:23.931 -> 1773645,-60,moving
11:18:26.893 -> 1776645,-68,moving
11:18:29.915 -> 1779645,-60,moving
11:18:32.902 -> 1782645,-68,moving
11:18:35.897 -> 1785645,-66,moving
11:18:38.910 -> 1788645,-68,moving
11:18:41.906 -> 1791645,-65,moving
11:18:44.921 -> 1794645,-60,moving
11:18:47.916 -> 1797645,-63,moving
11:18:50.887 -> 1800645,-61,moving
11:18:53.907 -> 1803645,-61,moving
11:18:56.891 -> 1806645,-61,moving
11:18:59.907 -> 1809645,-60,moving
11:19:02.912 -> 1812645,-71,moving
11:19:05.921 -> 1815645,-65,moving
11:19:08.888 -> 1818645,-67,moving
11:19:11.895 -> 1821645,-67,moving
11:19:14.910 -> 1824645,-69,moving
11:19:17.910 -> 1827645,-64,moving
11:19:20.928 -> 1830645,-61,moving
11:19:23.897 -> 1833645,-65,moving
11:19:26.907 -> 1836645,-65,moving
11:19:29.921 -> 1839645,-63,moving
11:19:32.911 -> 1842645,-66,moving
11:19:35.923 -> 1845645,-65,moving
11:19:38.892 -> 1848645,-61,moving
11:19:41.897 -> 1851645,-61,moving
11:19:44.909 -> 1854645,-62,moving
11:19:47.917 -> 1857645,-74,moving
11:19:50.888 -> 1860645,-61,moving
11:19:53.889 -> 1863645,-64,moving
11:19:56.904 -> 1866645,-66,moving
11:19:59.921 -> 1869645,-62,moving
11:20:02.922 -> 1872645,-67,moving
11:20:05.886 -> 1875645,-66,moving
11:20:08.907 -> 1878645,-64,moving
11:20:11.924 -> 1881645,-73,moving
11:20:14.896 -> 1884645,-61,moving
11:20:17.909 -> 1887645,-63,moving
11:20:20.928 -> 1890645,-64,moving
11:20:23.897 -> 1893645,-59,moving
11:20:26.907 -> 1896645,-61,moving
11:20:29.928 -> 1899645,-59,moving
11:20:32.883 -> 1902645,-60,moving
11:20:35.892 -> 1905645,-59,moving
11:20:38.915 -> 1908645,-60,moving
11:20:41.914 -> 1911645,-61,moving
11:20:44.907 -> 1914645,-62,moving
11:20:47.892 -> 1917645,-70,moving
11:20:50.909 -> 1920645,-67,moving
11:20:53.912 -> 1923645,-72,moving
11:20:56.905 -> 1926645,-77,moving
11:20:59.916 -> 1929645,-69,moving
11:21:02.916 -> 1932645,-64,moving
11:21:05.925 -> 1935645,-64,moving
11:21:08.898 -> 1938645,-68,moving
11:21:11.920 -> 1941645,-67,moving
11:21:14.891 -> 1944645,-66,moving
11:21:17.904 -> 1947645,-72,moving
11:21:20.917 -> 1950645,-63,moving
11:21:23.397 -> 1953145,-61,moving
11:21:26.403 -> 1956145,-62,moving
11:21:28.883 -> 1958645,-62,moving
11:21:31.890 -> 1961645,-63,moving
11:21:34.419 -> 1964145,-62,moving
11:21:36.915 -> 1966645,-62,moving
11:21:39.886 -> 1969645,-65,moving
11:21:42.894 -> 1972645,-65,moving
11:21:45.907 -> 1975645,-62,moving
11:21:48.925 -> 1978645,-62,moving
11:21:51.890 -> 1981645,-62,moving
11:21:54.899 -> 1984645,-62,moving
11:21:57.909 -> 1987645,-62,moving
11:22:00.907 -> 1990645,-61,moving
11:22:03.899 -> 1993645,-64,moving
11:22:06.891 -> 1996645,-65,moving
11:22:09.918 -> 1999645,-64,moving
11:22:12.889 -> 2002645,-66,moving
11:22:15.883 -> 2005645,-62,moving
11:22:18.899 -> 2008645,-62,moving
11:22:21.918 -> 2011645,-58,moving
11:22:24.888 -> 2014645,-61,moving
11:22:27.897 -> 2017645,-61,moving
11:22:30.921 -> 2020645,-58,moving
11:22:33.890 -> 2023645,-65,moving
11:22:36.899 -> 2026645,-59,moving
11:22:39.915 -> 2029645,-60,moving
11:22:42.929 -> 2032645,-61,moving
11:22:45.930 -> 2035645,-58,moving
11:22:48.901 -> 2038645,-58,moving
11:22:51.914 -> 2041645,-59,moving
11:22:54.921 -> 2044645,-62,moving
11:22:57.926 -> 2047645,-58,moving
11:23:00.909 -> 2050645,-59,moving
11:23:03.916 -> 2053645,-58,moving
11:23:06.917 -> 2056645,-64,moving
11:23:09.893 -> 2059645,-65,moving
11:23:12.923 -> 2062645,-66,moving
11:23:15.902 -> 2065645,-68,moving
11:23:18.924 -> 2068645,-61,moving
11:23:21.926 -> 2071645,-60,moving
11:23:24.891 -> 2074645,-61,moving
11:23:27.929 -> 2077645,-61,moving
11:23:30.888 -> 2080645,-63,moving
11:23:33.919 -> 2083645,-61,moving
11:23:36.918 -> 2086645,-61,moving
11:23:39.898 -> 2089645,-60,moving
11:23:42.891 -> 2092645,-60,moving
11:23:45.895 -> 2095645,-63,moving
11:23:48.907 -> 2098645,-61,moving
11:23:51.432 -> 2101145,-59,moving
11:23:53.922 -> 2103645,-65,moving
11:23:56.891 -> 2106645,-64,moving
11:23:59.921 -> 2109645,-58,moving
11:24:02.916 -> 2112645,-60,moving
11:24:05.928 -> 2115645,-58,moving
11:24:08.889 -> 2118645,-66,moving
11:24:11.920 -> 2121645,-60,moving
11:24:14.898 -> 2124645,-60,moving
11:24:17.916 -> 2127645,-64,moving
11:24:20.921 -> 2130645,-62,moving
11:24:23.912 -> 2133645,-68,moving
11:24:26.921 -> 2136645,-64,moving
11:24:29.921 -> 2139645,-60,moving
11:24:32.917 -> 2142645,-60,moving
11:24:35.382 -> 2145145,-64,moving
11:24:38.429 -> 2148145,-65,moving
11:24:41.386 -> 2151145,-62,moving
11:24:44.413 -> 2154145,-68,moving
11:24:47.411 -> 2157145,-58,moving
11:24:50.403 -> 2160145,-60,moving
11:24:53.432 -> 2163145,-64,moving
11:24:56.406 -> 2166145,-76,moving
11:24:59.384 -> 2169145,-70,moving
11:25:02.384 -> 2172145,-64,moving
11:25:05.385 -> 2175145,-63,moving
11:25:08.416 -> 2178145,-65,moving
11:25:11.409 -> 2181145,-65,moving
11:25:14.412 -> 2184145,-69,moving
11:25:17.411 -> 2187145,-62,moving
11:25:20.427 -> 2190145,-62,moving
11:25:23.385 -> 2193145,-66,moving
11:25:26.419 -> 2196145,-67,moving
11:25:29.384 -> 2199145,-58,moving
11:25:32.388 -> 2202145,-63,moving
11:25:35.390 -> 2205145,-59,moving
11:25:38.382 -> 2208145,-60,moving
11:25:41.392 -> 2211145,-64,moving
11:25:44.410 -> 2214145,-63,moving
11:25:46.924 -> 2216645,-60,moving
11:25:49.924 -> 2219645,-58,moving
11:25:52.917 -> 2222645,-62,moving
11:25:55.924 -> 2225645,-62,moving
11:25:58.901 -> 2228645,-58,moving
11:26:01.916 -> 2231645,-59,moving
11:26:04.894 -> 2234645,-63,moving
11:26:07.884 -> 2237645,-62,moving
11:26:10.892 -> 2240645,-64,moving
11:26:13.895 -> 2243645,-65,moving
11:26:16.893 -> 2246645,-62,moving
11:26:19.894 -> 2249645,-61,moving
11:26:22.908 -> 2252645,-59,moving
11:26:25.880 -> 2255645,-67,moving
11:26:28.916 -> 2258645,-59,moving
11:26:31.894 -> 2261645,-59,moving
11:26:34.907 -> 2264645,-61,moving
11:26:37.921 -> 2267645,-62,moving
11:26:40.885 -> 2270645,-59,moving
11:26:43.884 -> 2273645,-61,moving
11:26:46.918 -> 2276645,-59,moving
11:26:49.884 -> 2279645,-59,moving
11:26:52.880 -> 2282645,-64,moving
11:26:55.918 -> 2285645,-60,moving
11:26:58.883 -> 2288645,-60,moving
11:27:01.882 -> 2291645,-61,moving
11:27:04.903 -> 2294645,-58,moving
11:27:07.925 -> 2297645,-59,moving
11:27:10.907 -> 2300645,-66,moving
11:27:13.925 -> 2303645,-62,moving
11:27:16.926 -> 2306645,-61,moving
11:27:19.882 -> 2309645,-64,moving
11:27:22.891 -> 2312645,-60,moving
11:27:25.881 -> 2315645,-61,moving
11:27:28.892 -> 2318645,-64,moving
11:27:31.896 -> 2321645,-61,moving
11:27:34.887 -> 2324645,-66,moving
11:27:37.914 -> 2327645,-63,moving
11:27:40.917 -> 2330645,-60,moving
11:27:43.916 -> 2333645,-68,moving
11:27:46.889 -> 2336645,-61,moving
11:27:49.914 -> 2339645,-62,moving
11:27:52.910 -> 2342645,-60,moving
11:27:55.922 -> 2345645,-60,moving
11:27:58.902 -> 2348645,-61,moving
11:28:01.918 -> 2351645,-60,moving
11:28:04.891 -> 2354645,-62,moving
11:28:07.885 -> 2357645,-60,moving
11:28:10.897 -> 2360645,-60,moving
11:28:13.899 -> 2363645,-57,moving
11:28:16.903 -> 2366645,-58,moving
11:28:19.921 -> 2369645,-60,moving
11:28:22.902 -> 2372645,-58,moving
11:28:25.923 -> 2375645,-60,moving
11:28:28.901 -> 2378645,-59,moving
11:28:31.921 -> 2381645,-60,moving
11:28:34.917 -> 2384645,-65,moving
11:28:37.893 -> 2387645,-59,moving
11:28:40.897 -> 2390645,-62,moving
11:28:43.927 -> 2393645,-59,moving
11:28:46.914 -> 2396645,-60,moving
11:28:49.898 -> 2399645,-60,moving
11:28:52.893 -> 2402645,-60,moving
11:28:55.883 -> 2405645,-59,moving
11:28:58.922 -> 2408645,-68,moving
11:29:01.904 -> 2411645,-63,moving
11:29:04.880 -> 2414645,-59,moving
11:29:07.921 -> 2417645,-59,moving
11:29:10.883 -> 2420645,-62,moving
11:29:13.885 -> 2423645,-59,moving
11:29:16.888 -> 2426645,-60,moving
11:29:19.894 -> 2429645,-59,moving
11:29:22.892 -> 2432645,-60,moving
11:29:25.880 -> 2435645,-61,moving
11:29:28.923 -> 2438645,-59,moving
11:29:31.923 -> 2441645,-61,moving
11:29:34.898 -> 2444645,-61,moving
11:29:37.891 -> 2447645,-62,moving
11:29:40.895 -> 2450645,-62,moving
11:29:43.896 -> 2453645,-62,moving
11:29:46.924 -> 2456645,-59,moving
11:29:49.926 -> 2459645,-60,moving
11:29:52.902 -> 2462645,-62,moving
11:29:55.923 -> 2465645,-59,moving
11:29:58.881 -> 2468645,-62,moving
11:30:01.891 -> 2471645,-59,moving
11:30:04.902 -> 2474645,-64,moving
11:30:07.922 -> 2477645,-63,moving
11:30:10.910 -> 2480645,-60,moving
11:30:13.917 -> 2483645,-59,moving
11:30:16.881 -> 2486645,-61,moving
11:30:19.886 -> 2489645,-60,moving
11:30:22.898 -> 2492645,-66,moving
11:30:25.922 -> 2495645,-61,moving
13:35:42.956 -> 257643,-62,moving
13:35:45.966 -> 260643,-62,moving
13:35:48.980 -> 263643,-66,moving
13:35:51.945 -> 266643,-74,moving
13:35:54.978 -> 269643,-69,moving
13:35:57.941 -> 272643,-63,moving
13:36:00.958 -> 275643,-63,moving
13:36:03.965 -> 278643,-65,moving
13:36:06.979 -> 281643,-100,moving
13:36:09.979 -> 284643,-71,moving
13:36:12.981 -> 287643,-69,moving
13:36:15.944 -> 290643,-74,moving
13:36:18.957 -> 293643,-61,moving
13:36:21.970 -> 296643,-68,moving
13:36:24.968 -> 299643,-67,moving
13:36:27.982 -> 302643,-72,moving
13:36:30.942 -> 305643,-75,moving
13:36:33.949 -> 308643,-69,moving
13:36:36.966 -> 311643,-69,moving
13:36:39.966 -> 314643,-65,moving
13:36:42.976 -> 317643,-61,moving
13:36:45.938 -> 320643,-62,moving
13:36:48.947 -> 323643,-64,moving
13:36:51.961 -> 326643,-70,moving
13:36:55.450 -> 330143,-67,moving
13:36:58.457 -> 333143,-69,moving
13:37:01.467 -> 336143,-63,moving
13:37:04.469 -> 339143,-67,moving
13:37:07.434 -> 342143,-69,moving
13:37:10.466 -> 345143,-63,moving
13:37:13.465 -> 348143,-72,moving
13:37:16.435 -> 351143,-63,moving
13:37:19.452 -> 354143,-63,moving
13:37:22.469 -> 357143,-70,moving
13:37:25.458 -> 360143,-64,moving
13:37:28.470 -> 363143,-63,moving
13:37:31.438 -> 366143,-65,moving
13:37:34.442 -> 369143,-66,moving
13:37:37.455 -> 372143,-64,moving
13:37:40.454 -> 375143,-64,moving
13:37:43.459 -> 378143,-66,moving
13:37:46.472 -> 381143,-63,moving
13:37:49.435 -> 384143,-66,moving
13:37:52.454 -> 387143,-63,moving
13:37:55.458 -> 390143,-64,moving
13:37:58.469 -> 393143,-65,moving
13:38:01.434 -> 396143,-67,moving
13:38:04.438 -> 399143,-66,moving
13:38:07.451 -> 402143,-66,moving
13:38:10.451 -> 405143,-67,moving
13:38:13.454 -> 408143,-61,moving
13:38:16.468 -> 411143,-74,moving
13:38:19.434 -> 414143,-68,moving
13:38:22.450 -> 417143,-62,moving
13:38:25.456 -> 420143,-64,moving
13:38:28.455 -> 423143,-64,moving
13:38:31.470 -> 426143,-65,moving
13:38:34.479 -> 429143,-64,moving
13:38:37.444 -> 432143,-66,moving
13:38:40.460 -> 435143,-66,moving
13:38:43.466 -> 438143,-63,moving
13:38:46.481 -> 441143,-59,moving
13:38:49.444 -> 444143,-65,moving
13:38:52.456 -> 447143,-65,moving
13:38:55.463 -> 450143,-66,moving
13:38:58.478 -> 453143,-66,moving
13:39:01.444 -> 456143,-67,moving
13:39:04.451 -> 459143,-66,moving
13:39:07.465 -> 462143,-66,moving
13:39:10.464 -> 465143,-65,moving
13:39:13.469 -> 468143,-64,moving
13:39:16.438 -> 471143,-66,moving
13:39:19.454 -> 474143,-67,moving
13:39:22.476 -> 477143,-64,moving
13:39:25.463 -> 480143,-68,moving
13:39:28.478 -> 483143,-66,moving
13:39:31.434 -> 486143,-69,moving
13:39:34.476 -> 489143,-69,moving
13:39:37.437 -> 492143,-63,moving
13:39:40.466 -> 495143,-68,moving
13:39:43.472 -> 498143,-64,moving
13:39:46.439 -> 501143,-63,moving
13:39:49.455 -> 504143,-68,moving
13:39:52.471 -> 507143,-67,moving
13:39:55.464 -> 510143,-66,moving
