millis,rssi,label
6475482,-72,idle
6478472,-66,idle
6481463,-70,idle
6484454,-62,idle
6487444,-62,idle
6490435,-63,idle
6493426,-60,idle
6496416,-62,idle
6499407,-61,idle
6502398,-58,idle
6505388,-59,idle
6508379,-61,idle
6511369,-62,idle
6514360,-60,idle
6517351,-62,idle
6520341,-73,idle
6523332,-67,idle
6526323,-67,idle
6529313,-66,idle
6532304,-63,idle
6535294,-64,idle
6538285,-66,idle
6541276,-66,idle
6544266,-63,idle
6547257,-63,idle
6550248,-65,idle
6553239,-65,idle
6556229,-64,idle
6559220,-62,idle
6562210,-64,idle
6565201,-64,idle
6568192,-63,idle
6571182,-69,idle
6574173,-64,idle
6577164,-64,idle
6580154,-63,idle
6583145,-63,idle
6586136,-64,idle
6589126,-64,idle
6592117,-64,idle
6595108,-66,idle
6598099,-64,idle
6601089,-70,idle
6604080,-67,idle
6607071,-63,idle
6610061,-65,idle
6613052,-68,idle
6616043,-64,idle
6619033,-64,idle
6622024,-63,idle
6625015,-62,idle
6628006,-61,idle
6630996,-64,idle
6633987,-64,idle
6636977,-64,idle
6639968,-63,idle
6642959,-66,idle
6645949,-68,idle
6648940,-66,idle
6651931,-72,idle
6654921,-64,idle
6657912,-73,idle
6660903,-67,idle
6663894,-72,idle
6666884,-70,idle
6669875,-67,idle
6672866,-64,idle
6675856,-73,idle
6678847,-70,idle
6681838,-68,idle
6684828,-68,idle
6687819,-66,idle
6690810,-65,idle
6693800,-68,idle
6696791,-69,idle
6699781,-66,idle
6702772,-74,idle
6705763,-70,idle
6708753,-70,idle
6711744,-71,idle
6714735,-72,idle
6717725,-69,idle
6720716,-67,idle
6723707,-69,idle
6726698,-68,idle
6729688,-70,idle
6732679,-68,idle
6735670,-68,idle
6738660,-68,idle
6741651,-74,idle
6744642,-68,idle
6747632,-70,idle
6750623,-69,idle
6753614,-69,idle
6756605,-69,idle
6759595,-76,idle
6762586,-69,idle
6765577,-66,idle
6768567,-73,idle
6771558,-71,idle
6774548,-74,idle
6777539,-72,idle
6780530,-68,idle
6783520,-71,idle
6786511,-69,idle
6789502,-71,idle
6792492,-75,idle
6795483,-66,idle
6798474,-67,idle
6801464,-70,idle
6804455,-66,idle
6807445,-65,idle
6810436,-68,idle
6813427,-66,idle
6816617,-66,idle
6819608,-70,idle
6822598,-69,idle
6825589,-67,idle
6828580,-66,idle
6831570,-71,idle
6834561,-71,idle
6837552,-67,idle
6840542,-66,idle
6843533,-67,idle
6846524,-67,idle
6849514,-65,idle
6852505,-65,idle
6855496,-68,idle
6858487,-65,idle
6861477,-72,idle
6864468,-70,idle
6867459,-71,idle
6870449,-67,idle
6873440,-63,idle
6876431,-66,idle
6879421,-66,idle
6882412,-71,idle
6885403,-70,idle
6888393,-66,idle
6891384,-66,idle
6894375,-67,idle
6897365,-66,idle
6900356,-68,idle
6903347,-68,idle
6906337,-67,idle
6909328,-68,idle
6912319,-67,idle
6915309,-66,idle
6918300,-69,idle
6921291,-69,idle
6924281,-65,idle
6927272,-68,idle
6930262,-66,idle
6933253,-66,idle
6936244,-65,idle
6939234,-72,idle
6942225,-72,idle
6945216,-70,idle
6948206,-70,idle
6951197,-67,idle
6954188,-70,idle
6957178,-66,idle
6960169,-65,idle
6963160,-63,idle
6966150,-65,idle
6969141,-66,idle
6972131,-68,idle
6975122,-66,idle
6978113,-64,idle
6981103,-62,idle
6984094,-67,idle
6987084,-70,idle
6990075,-64,idle
6993066,-65,idle
6996056,-66,idle
6999047,-70,idle
7002037,-67,idle
7005028,-70,idle
7008019,-69,idle
7011009,-67,idle
7014000,-69,idle
7016991,-66,idle
7019981,-68,idle
7022972,-71,idle
7025962,-68,idle
7028953,-74,idle
7031944,-72,idle
7034934,-76,idle
7037925,-77,idle
7040916,-71,idle
7043906,-76,idle
7046897,-69,idle
7049887,-71,idle
7052878,-67,idle
7055869,-71,idle
7058859,-69,idle
7061850,-65,idle
7064840,-66,idle
7067831,-63,idle
7070621,-67,idle
7073612,-65,idle
7076602,-66,idle
7079593,-64,idle
7082583,-67,idle
7085574,-64,idle
7088565,-62,idle
7091555,-62,idle
7094546,-62,idle
7097536,-64,idle
7100527,-61,idle
7103517,-63,idle
7106508,-65,idle
7109499,-64,idle
7112489,-67,idle
7115480,-63,idle
7118670,-65,idle
7121661,-66,idle
7124852,-70,idle
7127842,-69,idle
7130833,-68,idle
7133823,-63,idle
7136814,-70,idle
7139804,-67,idle
7142995,-63,idle
7146186,-64,idle
7149176,-64,idle
7152167,-65,idle
7155158,-63,idle
7158148,-64,idle
7161339,-64,idle
7164530,-63,idle
7167520,-68,idle
7170511,-67,idle
7173502,-67,idle
7176492,-64,idle
7179683,-76,idle
7182674,-67,idle
7185664,-66,idle
7188655,-67,idle
7191646,-76,idle
7194636,-66,idle
7197627,-69,idle
7200618,-67,idle
7203608,-69,idle
7206799,-67,idle
7209790,-70,idle
7212780,-73,idle
7215771,-67,idle
7218761,-64,idle
7221752,-66,idle
7224743,-64,idle
7227733,-64,idle
7230724,-65,idle
7233714,-66,idle
7236705,-66,idle
7239696,-66,idle
7242686,-68,idle
7245677,-64,idle
7248668,-65,idle
7251658,-64,idle
7254649,-68,idle
7257639,-72,idle
7260630,-70,idle
7263621,-70,idle
7266812,-69,idle
7269802,-67,idle
7272993,-67,idle
7275984,-65,idle
7278974,-64,idle
7281965,-64,idle
7285156,-67,idle
7288146,-63,idle
7291137,-66,idle
7294128,-64,idle
7297118,-65,idle
7300109,-66,idle
7303100,-64,idle
7306090,-62,idle
7309081,-69,idle
7312072,-71,idle
7315062,-69,idle
7318053,-69,idle
7321044,-65,idle
7324034,-70,idle
7327025,-75,idle
